customer_id,gender,age,relationship_status,state,number_of_referrals,tenure_in_months,value_deal,voice_assistance,dual_connectivity,data_service,data_plan,cyber_protection,data_backup,gadget_protection,vip_support,video_streaming,cinema_streaming,audio_streaming,unlimited_data,service_commitment,digital_invoicing,payment_method,monthly_charge,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,customer_status,churn_category,churn_reason
CUS-01460-US,Female,70,Single,Indiana,4,18,,Active,Inactive,Active,Fiber Optic,Active,Inactive,Inactive,Inactive,Inactive,Active,Inactive,Active,Two Year,Active,Credit Card,58,1088,34,0,101,1117,Stayed,,
CUS-01461-US,Male,49,Married,New York,0,25,,Active,Inactive,Active,Fiber Optic,Inactive,Inactive,Active,Inactive,Inactive,Active,Active,Active,Month-to-Month,Active,Bank Withdrawal,90,4271,0,0,2162,5633,Churned,Other,Don't know
CUS-01462-US,Female,69,Single,Maryland,10,26,,Inactive,,Active,Fiber Optic,Inactive,Active,Active,Inactive,Active,Active,Active,Active,Two Year,Active,Bank Withdrawal,51,3746,0,0,0,3995,Stayed,,
CUS-01463-US,Female,53,Single,Arizona,9,11,,Active,Active,Active,Fiber Optic,Inactive,Active,Active,Inactive,Active,Active,Active,Inactive,Two Year,Active,Bank Withdrawal,82,5682,0,97,1358,6938,Stayed,,
CUS-01464-US,Female,26,Married,Maryland,14,6,,Active,Inactive,Active,Fiber Optic,Inactive,Inactive,Active,Inactive,Active,Inactive,Active,Active,Month-to-Month,Active,Bank Withdrawal,82,88,0,0,39,115,Churned,Price,Competitor had better devices
CUS-01465-US,Female,59,Married,Indiana,1,32,,Active,Active,Active,Fiber Optic,Active,Inactive,Inactive,Active,Inactive,Inactive,Inactive,Active,Month-to-Month,Active,Bank Withdrawal,62,2125,0,0,429,2420,Stayed,,
CUS-01466-US,Female,30,Single,Florida,3,21,,Active,Active,Active,Fiber Optic,Inactive,Inactive,Active,Inactive,Inactive,Inactive,Active,Active,Month-to-Month,Active,Credit Card,81,1997,0,0,1082,2844,Stayed,,
CUS-01467-US,Male,66,Married,Indiana,2,32,Deal 2,Active,Active,Active,Fiber Optic,Active,Active,Inactive,Active,Inactive,Inactive,Inactive,Inactive,One Year,Active,Bank Withdrawal,92,5409,0,118,994,6042,Stayed,,
CUS-01468-US,Male,74,Single,Wisconsin,2,25,,Active,Active,Active,Fiber Optic,Inactive,Inactive,Inactive,Inactive,Active,Inactive,Inactive,Inactive,Month-to-Month,Active,Bank Withdrawal,89,538,0,0,253,893,Churned,Price,Competitor made better offer
CUS-01469-US,Female,62,Married,North Carolina,7,10,Deal 5,Active,Inactive,Active,Fiber Optic,Inactive,Active,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Month-to-Month,Inactive,Bank Withdrawal,47,54,0,0,1,49,Churned,Price,Competitor had better devices
CUS-01470-US,Male,59,Single,Missouri,8,23,,Active,Inactive,Active,Fiber Optic,Active,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Month-to-Month,Active,Mailed Check,47,342,0,0,235,639,Churned,Attitude,Attitude of service provider
CUS-01471-US,Female,62,Single,New York,10,19,,Active,Inactive,Active,Fiber Optic,Inactive,Inactive,Active,Active,Active,Inactive,Inactive,Active,Two Year,Inactive,Bank Withdrawal,82,3639,0,0,593,4019,Stayed,,
CUS-01472-US,Female,38,Single,California,13,3,Deal 2,Active,Active,Inactive,Fiber Optic,,,,,,,,,Two Year,Inactive,Credit Card,23,1417,0,0,1520,2671,Stayed,,
CUS-01473-US,Female,43,Married,Virginia,13,1,,Active,Inactive,Inactive,Fiber Optic,,,,,,,,,Two Year,Active,Bank Withdrawal,20,875,0,0,906,1861,Stayed,,
CUS-01474-US,Male,62,Single,Tennessee,4,20,,Active,Active,Inactive,Fiber Optic,,,,,,,,,Two Year,Inactive,Credit Card,26,1064,0,0,123,1187,Stayed,,
CUS-01475-US,Male,25,Single,Florida,12,11,,Active,Inactive,Active,Fiber Optic,Active,Active,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Month-to-Month,Inactive,Bank Withdrawal,87,2027,0,0,1118,3108,Stayed,,
CUS-01476-US,Female,61,Married,Ohio,12,3,Deal 2,Active,Active,Active,Fiber Optic,Inactive,Active,Inactive,Inactive,Active,Active,Active,Active,Month-to-Month,Inactive,Bank Withdrawal,94,6062,0,0,605,5947,Stayed,,
CUS-01477-US,Female,44,Married,New York,4,26,Deal 5,Inactive,,Active,Fiber Optic,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Month-to-Month,Inactive,Bank Withdrawal,24,25,0,10,0,38,Joined,,
CUS-01478-US,Female,32,Single,Georgia,12,26,,Active,Active,Active,Fiber Optic,Inactive,Active,Active,Active,Active,Active,Active,Active,Two Year,Inactive,Bank Withdrawal,89,5013,0,0,1568,6588,Stayed,,
CUS-01479-US,Male,31,Married,Illinois,13,29,,Inactive,,Active,Fiber Optic,Inactive,Active,Active,Inactive,Inactive,Active,Active,Inactive,One Year,Active,Credit Card,46,1295,0,28,0,1224,Stayed,,
CUS-01480-US,Female,34,Married,Arizona,2,37,Deal 5,Active,Active,Active,Fiber Optic,Inactive,Inactive,Inactive,Inactive,Active,Inactive,Inactive,Active,Month-to-Month,Active,Bank Withdrawal,78,759,0,0,102,930,Stayed,,
CUS-01481-US,Male,57,Married,Arizona,8,29,,Active,Inactive,Active,Fiber Optic,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Month-to-Month,Active,Credit Card,49,443,0,0,296,738,Churned,Other,Don't know
CUS-01482-US,Female,43,Single,California,14,14,,Active,Inactive,Inactive,Fiber Optic,,,,,,,,,Month-to-Month,Inactive,Credit Card,20,19,0,0,3,22,Joined,,
CUS-01483-US,Female,39,Married,Pennsylvania,3,26,Deal 1,Active,Active,Active,Fiber Optic,Active,Active,Active,Active,Active,Active,Active,Inactive,Two Year,Active,Bank Withdrawal,110,8785,43,109,2046,9537,Stayed,,
CUS-01484-US,Male,49,Married,Washington,12,18,Deal 4,Active,Inactive,Inactive,Fiber Optic,,,,,,,,,Month-to-Month,Inactive,Bank Withdrawal,20,292,0,0,518,748,Churned,Competitor,Long distance charges
CUS-01485-US,Female,44,Married,Tennessee,5,15,Deal 1,Active,Active,Active,Fiber Optic,Active,Active,Active,Active,Inactive,Inactive,Inactive,Active,Two Year,Inactive,Bank Withdrawal,101,7112,0,0,406,7580,Churned,Competitor,Long distance charges
CUS-01486-US,Male,46,Single,New Jersey,10,4,,Active,Active,Active,Fiber Optic,Active,Inactive,Active,Active,Active,Active,Active,Active,Two Year,Active,Credit Card,85,5671,0,0,822,7219,Stayed,,
CUS-01487-US,Female,19,Single,New York,4,4,Deal 4,Active,Inactive,Active,Fiber Optic,Inactive,Active,Inactive,Active,Active,Active,Active,Active,Month-to-Month,Active,Bank Withdrawal,107,2010,0,0,133,2065,Stayed,,
CUS-01488-US,Female,52,Single,Washington,0,29,Deal 2,Active,Inactive,Inactive,Fiber Optic,,,,,,,,,Two Year,Inactive,Credit Card,22,1159,0,0,1302,2628,Stayed,,
CUS-01489-US,Female,35,Single,Georgia,0,15,,Active,Inactive,Active,Fiber Optic,Inactive,Inactive,Active,Inactive,Inactive,Inactive,Inactive,Active,Month-to-Month,Active,Credit Card,49,1251,0,0,107,1470,Stayed,,
CUS-01490-US,Female,23,Married,New Jersey,8,6,Deal 2,Active,Inactive,Inactive,Fiber Optic,,,,,,,,,Two Year,Inactive,Credit Card,19,849,0,0,639,1601,Stayed,,
CUS-01491-US,Male,18,Single,Florida,5,5,,Active,Inactive,Active,Fiber Optic,Inactive,Inactive,Inactive,Inactive,Active,Inactive,Active,Active,Month-to-Month,Inactive,Credit Card,60,52,0,0,39,95,Churned,Dissatisfaction,Poor expertise of online support
CUS-01492-US,Female,43,Single,Massachusetts,9,4,,Active,Active,Inactive,Fiber Optic,,,,,,,,,Month-to-Month,Active,Credit Card,26,135,0,0,32,166,Stayed,,
CUS-01493-US,Male,23,Single,New Jersey,1,4,,Inactive,,Active,Fiber Optic,Active,Inactive,Active,Inactive,Active,Inactive,Inactive,Active,One Year,Inactive,Credit Card,40,870,0,0,0,821,Stayed,,
CUS-01494-US,Male,46,Married,Michigan,6,11,,Active,Inactive,Active,Fiber Optic,Active,Active,Inactive,Active,Active,Active,Active,Inactive,Two Year,Active,Bank Withdrawal,82,5233,0,38,1941,8469,Stayed,,
CUS-01495-US,Male,37,Single,Indiana,3,26,,Active,Active,Active,Fiber Optic,Inactive,Active,Active,Inactive,Active,Active,Active,Active,One Year,Active,Credit Card,107,6962,46,0,1988,9726,Stayed,,
CUS-01496-US,Female,69,Single,New Jersey,7,26,,Inactive,,Active,Fiber Optic,Inactive,Inactive,Inactive,Inactive,Active,Active,Active,Active,Month-to-Month,Active,Bank Withdrawal,46,254,0,0,0,288,Stayed,,
CUS-01497-US,Female,23,Single,Washington,16,9,Deal 1,Active,Active,Active,Fiber Optic,Active,Active,Active,Active,Active,Inactive,Inactive,Inactive,Two Year,Inactive,Credit Card,30,4980,0,19,1746,6963,Stayed,,
CUS-01498-US,Male,35,Married,Illinois,5,26,,Active,Active,Active,Fiber Optic,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Month-to-Month,Inactive,Credit Card,52,253,0,0,47,292,Churned,Dissatisfaction,Product dissatisfaction
CUS-01499-US,Female,48,Married,Indiana,4,32,Deal 2,Active,Inactive,Inactive,Fiber Optic,,,,,,,,,Two Year,Inactive,Credit Card,21,1148,0,0,673,1887,Stayed,,
CUS-01500-US,Male,28,Single,Wisconsin,0,25,Deal 3,Active,Inactive,Active,Fiber Optic,Active,Inactive,Active,Active,Active,Inactive,Active,Active,One Year,Active,Bank Withdrawal,105,3662,0,0,180,3674,Churned,Attitude,Attitude of service provider
CUS-01501-US,Male,25,Single,Missouri,1,15,,Active,Inactive,Inactive,Fiber Optic,,,,,,,,,One Year,Inactive,Credit Card,22,22,0,0,25,49,Joined,,
CUS-01502-US,Female,54,Single,Illinois,1,5,Deal 2,Active,Inactive,Active,Fiber Optic,Active,Active,Inactive,Active,Inactive,Inactive,Inactive,Active,One Year,Active,Bank Withdrawal,61,3214,0,0,2588,5876,Stayed,,
CUS-01503-US,Male,17,Single,Missouri,11,12,Deal 2,Active,Active,Active,Fiber Optic,Inactive,Active,Active,Inactive,Active,Active,Active,Active,One Year,Active,Bank Withdrawal,99,5510,0,0,2661,9211,Churned,Price,Competitor made better offer
CUS-01504-US,Female,42,Single,North Carolina,15,9,,Active,Active,Active,Fiber Optic,Inactive,Active,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Month-to-Month,Active,Credit Card,78,3157,0,0,49,3203,Stayed,,
CUS-01505-US,Female,28,Married,Pennsylvania,11,29,,Active,Active,Active,Fiber Optic,Active,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Active,One Year,Inactive,Bank Withdrawal,73,2422,0,0,790,3389,Stayed,,
CUS-01506-US,Male,25,Single,Illinois,11,7,Deal 4,Active,Inactive,Inactive,Fiber Optic,,,,,,,,,Month-to-Month,Inactive,Credit Card,20,393,0,0,631,1077,Stayed,,
CUS-01507-US,Female,65,Married,Texas,9,37,Deal 3,Active,Active,Active,Fiber Optic,Inactive,Active,Inactive,Active,Active,Active,Active,Active,Two Year,Inactive,Bank Withdrawal,81,2232,0,0,839,3383,Stayed,,
CUS-01508-US,Male,60,Single,Virginia,5,8,,Active,Active,Active,Fiber Optic,Inactive,Active,Active,Inactive,Active,Active,Active,Active,Month-to-Month,Active,Bank Withdrawal,101,2246,0,0,535,2631,Churned,Dissatisfaction,Service dissatisfaction
CUS-01509-US,Male,48,Married,Michigan,14,12,,Active,Inactive,Active,Fiber Optic,Active,Active,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Month-to-Month,Inactive,Bank Withdrawal,74,5588,0,0,2901,8540,Stayed,,
CUS-01510-US,Female,32,Married,Massachusetts,0,16,Deal 1,Active,Active,Active,Fiber Optic,Active,Active,Active,Active,Inactive,Active,Active,Active,Two Year,Inactive,Credit Card,75,6345,0,0,3295,8732,Stayed,,
CUS-01511-US,Female,25,Single,Washington,15,24,Deal 5,Active,Active,Active,Fiber Optic,Inactive,Inactive,Active,Inactive,Active,Inactive,Inactive,Active,One Year,Active,Bank Withdrawal,30,813,0,0,281,997,Joined,,
CUS-01512-US,Female,22,Single,Pennsylvania,6,2,Deal 2,Active,Active,Active,Fiber Optic,Active,Inactive,Active,Inactive,Active,Active,Active,Active,One Year,Inactive,Bank Withdrawal,110,6254,0,0,2986,9559,Stayed,,
CUS-01513-US,Female,57,Married,Texas,3,15,,Active,Active,Active,Fiber Optic,Active,Active,Inactive,Active,Active,Active,Active,Active,Two Year,Active,Credit Card,85,4412,0,0,1705,6400,Stayed,,
CUS-01514-US,Female,35,Married,Maryland,13,18,,Inactive,,Active,Fiber Optic,Active,Active,Active,Active,Inactive,Inactive,Inactive,Active,Two Year,Inactive,Bank Withdrawal,49,3016,0,0,0,3042,Stayed,,
CUS-01515-US,Female,32,Single,Washington,8,22,Deal 5,Active,Active,Active,Fiber Optic,Inactive,Active,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Month-to-Month,Active,Credit Card,87,77,0,54,17,154,Joined,,
CUS-01516-US,Female,48,Single,Maryland,7,23,,Active,Inactive,Active,Fiber Optic,Inactive,Inactive,Active,Active,Active,Active,Active,Active,Two Year,Active,Bank Withdrawal,69,4901,0,0,2201,7990,Stayed,,
CUS-01517-US,Male,48,Single,Massachusetts,4,4,,Active,Active,Active,Fiber Optic,Inactive,Inactive,Inactive,Active,Active,Inactive,Inactive,Active,Month-to-Month,Active,Credit Card,62,1033,0,0,334,1301,Stayed,,
CUS-01518-US,Male,34,Married,Michigan,2,2,Deal 5,Inactive,,Active,Fiber Optic,Inactive,Inactive,Active,Active,Inactive,Inactive,Inactive,Active,One Year,Active,Credit Card,38,239,0,0,0,251,Stayed,,
CUS-01519-US,Female,71,Single,Illinois,7,34,,Active,Inactive,Active,Fiber Optic,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Month-to-Month,Active,Bank Withdrawal,77,126,0,0,20,148,Churned,Price,Competitor offered more data
CUS-01520-US,Female,64,Single,Missouri,0,17,,Active,Inactive,Active,Fiber Optic,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Month-to-Month,Inactive,Bank Withdrawal,72,64,0,0,1,77,Joined,,
CUS-01521-US,Male,51,Single,California,7,16,,Active,Active,Inactive,Fiber Optic,,,,,,,,,Two Year,Active,Credit Card,25,1340,0,0,920,1986,Stayed,,
CUS-01522-US,Female,75,Single,Arizona,1,7,,Active,Active,Active,Fiber Optic,Active,Inactive,Inactive,Inactive,Active,Active,Inactive,Active,Month-to-Month,Active,Bank Withdrawal,109,321,25,0,80,379,Churned,Dissatisfaction,Network reliability
CUS-01523-US,Female,20,Single,New York,4,12,,Active,Inactive,Inactive,Fiber Optic,,,,,,,,,Two Year,Inactive,Credit Card,20,289,0,0,706,1014,Stayed,,
CUS-01524-US,Female,21,Single,Maryland,5,3,Deal 1,Active,Active,Active,Fiber Optic,Inactive,Active,Active,Active,Active,Active,Active,Active,One Year,Inactive,Credit Card,111,8378,0,0,892,8489,Stayed,,
CUS-01525-US,Female,33,Married,Indiana,11,23,Deal 2,Active,Active,Active,Fiber Optic,Active,Active,Inactive,Inactive,Inactive,Active,Active,Active,Month-to-Month,Active,Credit Card,88,4885,0,0,870,5391,Stayed,,
CUS-01526-US,Female,81,Married,Tennessee,14,6,,Active,Active,Active,Fiber Optic,Inactive,Active,Active,Inactive,Inactive,Active,Inactive,Active,Month-to-Month,Inactive,Credit Card,88,5294,0,0,1353,6886,Stayed,,
CUS-01527-US,Female,39,Single,Indiana,2,17,Deal 2,Active,Active,Active,Fiber Optic,Active,Active,Active,Active,Inactive,Inactive,Inactive,Active,Month-to-Month,Active,Credit Card,98,4400,0,0,1329,5002,Stayed,,
CUS-01528-US,Female,41,Single,Texas,12,12,Deal 2,Active,Active,Active,Fiber Optic,Inactive,Active,Active,Active,Active,Active,Active,Active,One Year,Active,Bank Withdrawal,116,7214,0,0,813,7651,Stayed,,
CUS-01529-US,Female,76,Married,California,1,6,,Active,Active,Active,Fiber Optic,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Month-to-Month,Active,Bank Withdrawal,69,995,0,0,524,1591,Churned,Dissatisfaction,Service dissatisfaction
CUS-01530-US,Male,47,Single,Massachusetts,12,28,Deal 5,Active,Inactive,Active,Fiber Optic,Active,Active,Inactive,Active,Active,Active,Active,Active,Month-to-Month,Active,Bank Withdrawal,71,538,0,0,22,598,Stayed,,
CUS-01531-US,Female,42,Single,Virginia,14,5,,Active,Active,Active,Fiber Optic,Active,Active,Active,Inactive,Active,Active,Active,Active,Two Year,Active,Bank Withdrawal,117,8292,0,0,2929,9821,Stayed,,
CUS-01532-US,Female,37,Single,Virginia,11,12,,Active,Inactive,Active,Fiber Optic,Inactive,Inactive,Inactive,Active,Inactive,Inactive,Inactive,Active,Month-to-Month,Inactive,Credit Card,52,50,0,0,26,69,Joined,,
CUS-01533-US,Male,85,Single,Arizona,7,2,Deal 1,Inactive,,Active,Fiber Optic,Active,Active,Active,Active,Active,Active,Active,Active,Two Year,Active,Bank Withdrawal,64,4673,0,0,0,4561,Stayed,,
CUS-01534-US,Female,34,Married,Ohio,15,8,Deal 5,Active,Inactive,Active,Fiber Optic,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Month-to-Month,Active,Credit Card,44,45,0,0,51,94,Joined,,
CUS-01535-US,Female,62,Married,California,7,4,Deal 5,Active,Active,Active,Fiber Optic,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Month-to-Month,Active,Credit Card,72,258,0,0,85,340,Churned,Price,Competitor made better offer
CUS-01536-US,Male,47,Single,Massachusetts,6,25,,Active,Inactive,Inactive,Fiber Optic,,,,,,,,,One Year,Inactive,Bank Withdrawal,21,672,0,0,1443,2123,Stayed,,
CUS-01537-US,Female,79,Single,Arizona,2,24,,Active,Inactive,Active,Fiber Optic,Inactive,Active,Active,Inactive,Active,Active,Active,Active,Two Year,Active,Bank Withdrawal,96,6674,0,0,1408,9524,Stayed,,
CUS-01538-US,Female,74,Single,Ohio,13,18,Deal 2,Active,Active,Active,Fiber Optic,Inactive,Inactive,Inactive,Active,Active,Active,Inactive,Inactive,Two Year,Active,Bank Withdrawal,92,5673,0,139,661,7399,Stayed,,
CUS-01539-US,Female,64,Single,Florida,16,9,,Active,Active,Active,Fiber Optic,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Two Year,Inactive,Mailed Check,47,178,0,0,129,286,Stayed,,
CUS-01540-US,Male,27,Single,North Carolina,16,27,,Active,Active,Active,Fiber Optic,Inactive,Active,Inactive,Active,Inactive,Active,Active,Active,Month-to-Month,Active,Credit Card,89,5094,13,0,435,5820,Stayed,,
CUS-01541-US,Female,40,Single,Virginia,1,7,,Active,Inactive,Active,Fiber Optic,Active,Inactive,Active,Active,Inactive,Inactive,Inactive,Active,One Year,Inactive,Credit Card,64,1799,0,0,410,2340,Stayed,,
CUS-01542-US,Male,29,Married,Georgia,1,30,Deal 2,Active,Inactive,Active,Fiber Optic,Inactive,Inactive,Active,Active,Active,Active,Active,Active,One Year,Active,Credit Card,106,4918,0,0,1504,6228,Stayed,,
CUS-01543-US,Female,35,Married,Michigan,15,22,Deal 2,Active,Active,Active,Fiber Optic,Inactive,Inactive,Active,Inactive,Active,Active,Active,Active,One Year,Active,Credit Card,111,5783,0,0,232,6517,Stayed,,
CUS-01544-US,Female,21,Married,Washington,10,1,,Active,Active,Active,Fiber Optic,Inactive,Inactive,Inactive,Inactive,Active,Active,Active,Active,Month-to-Month,Active,Credit Card,71,4294,0,0,2232,7101,Stayed,,
CUS-01545-US,Male,47,Married,Illinois,7,25,Deal 4,Active,Inactive,Active,Fiber Optic,Inactive,Active,Active,Active,Inactive,Inactive,Inactive,Inactive,One Year,Inactive,Credit Card,92,2094,0,90,352,2455,Stayed,,
CUS-01546-US,Female,29,Married,New Jersey,10,8,Deal 2,Active,Inactive,Active,Fiber Optic,Active,Active,Active,Inactive,Inactive,Active,Active,Active,Two Year,Inactive,Bank Withdrawal,68,4798,0,0,88,4662,Stayed,,
CUS-01547-US,Female,39,Married,Michigan,2,19,Deal 3,Active,Inactive,Inactive,Fiber Optic,,,,,,,,,Two Year,Inactive,Credit Card,19,713,0,0,1648,2489,Stayed,,
CUS-01548-US,Male,78,Single,Washington,14,13,,Active,Active,Active,Fiber Optic,Active,Active,Active,Active,Active,Active,Inactive,Active,Month-to-Month,Inactive,Bank Withdrawal,117,5570,0,0,1946,7780,Churned,Price,Competitor offered more data
CUS-01549-US,Male,56,Single,Ohio,7,9,Deal 1,Active,Active,Active,Fiber Optic,Inactive,Active,Active,Inactive,Active,Active,Active,Active,Two Year,Inactive,Bank Withdrawal,79,5445,0,0,1477,6859,Stayed,,
CUS-01550-US,Female,34,Married,California,10,32,Deal 5,Active,Inactive,Inactive,Fiber Optic,,,,,,,,,Month-to-Month,Inactive,Bank Withdrawal,20,57,0,0,70,132,Joined,,
CUS-01551-US,Female,31,Married,Indiana,0,13,,Active,Inactive,Active,Fiber Optic,Inactive,Inactive,Inactive,Active,Inactive,Inactive,Inactive,Active,Month-to-Month,Inactive,Bank Withdrawal,71,1977,0,0,576,2582,Stayed,,
CUS-01552-US,Male,69,Single,Arizona,7,12,,Active,Active,Active,Fiber Optic,Active,Inactive,Active,Active,Active,Active,Active,Active,Two Year,Active,Bank Withdrawal,104,6591,37,0,302,6931,Stayed,,
CUS-01553-US,Female,66,Single,California,12,20,,Active,Inactive,Inactive,Fiber Optic,,,,,,,,,Month-to-Month,Inactive,Credit Card,20,60,0,0,13,68,Joined,,
CUS-01554-US,Female,46,Married,Washington,1,19,,Inactive,,Active,Fiber Optic,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Active,Active,Month-to-Month,Active,Credit Card,34,285,0,0,0,287,Churned,Attitude,Attitude of support person
CUS-01555-US,Female,39,Married,Tennessee,14,28,,Active,Inactive,Active,Fiber Optic,Inactive,Active,Active,Inactive,Active,Inactive,Inactive,Active,Month-to-Month,Active,Credit Card,82,1565,0,0,461,2085,Churned,Attitude,Attitude of support person
CUS-01556-US,Female,27,Single,Wisconsin,7,2,Deal 1,Inactive,,Active,Fiber Optic,Active,Active,Active,Active,Inactive,Active,Active,Active,Two Year,Inactive,Credit Card,53,4161,0,0,0,3735,Stayed,,
CUS-01557-US,Male,54,Single,Arizona,12,13,,Inactive,,Active,Fiber Optic,Active,Inactive,Inactive,Active,Inactive,Inactive,Inactive,Active,One Year,Inactive,Credit Card,36,471,0,0,0,417,Stayed,,
CUS-01558-US,Female,30,Single,Pennsylvania,14,5,,Active,Inactive,Inactive,Fiber Optic,,,,,,,,,Month-to-Month,Active,Bank Withdrawal,22,20,0,0,7,27,Churned,Attitude,Attitude of service provider
CUS-01559-US,Female,49,Married,Arizona,5,11,,Inactive,,Active,Fiber Optic,Inactive,Inactive,Active,Active,Active,Inactive,Inactive,Active,Month-to-Month,Active,Credit Card,42,1117,0,0,0,1137,Stayed,,
CUS-01560-US,Female,36,Married,Tennessee,15,38,,Active,Inactive,Inactive,Fiber Optic,,,,,,,,,One Year,Inactive,Credit Card,20,438,0,0,732,1160,Stayed,,
CUS-01561-US,Female,47,Married,Maryland,4,2,,Active,Inactive,Inactive,Fiber Optic,,,,,,,,,Month-to-Month,Inactive,Credit Card,20,152,0,0,50,192,Stayed,,
CUS-01562-US,Male,58,Single,Pennsylvania,11,11,Deal 3,Active,Inactive,Active,Fiber Optic,Active,Active,Inactive,Active,Active,Active,Active,Active,One Year,Inactive,Credit Card,87,3081,0,0,1574,4541,Churned,Other,Don't know
CUS-01563-US,Male,65,Single,New York,10,28,Deal 4,Active,Inactive,Active,Fiber Optic,Active,Active,Inactive,Inactive,Inactive,Active,Inactive,Active,Month-to-Month,Active,Bank Withdrawal,97,1838,0,0,790,2928,Stayed,,
CUS-01564-US,Male,55,Single,Washington,12,20,,Active,Inactive,Active,Fiber Optic,Active,Active,Active,Active,Active,Active,Active,Active,Two Year,Active,Bank Withdrawal,119,6842,0,0,3287,11257,Stayed,,
CUS-01565-US,Female,61,Married,Virginia,3,8,Deal 2,Active,Active,Inactive,Fiber Optic,,,,,,,,,One Year,Inactive,Bank Withdrawal,27,1109,37,0,1044,2479,Stayed,,
CUS-01566-US,Male,38,Married,Ohio,7,10,,Active,Active,Active,Fiber Optic,Inactive,Active,Active,Inactive,Active,Active,Active,Active,Two Year,Active,Bank Withdrawal,94,7005,0,0,3044,9611,Stayed,,
CUS-01567-US,Female,23,Married,Wisconsin,7,13,,Active,Inactive,Active,Fiber Optic,Active,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Month-to-Month,Active,Bank Withdrawal,72,234,0,0,29,251,Joined,,
CUS-01568-US,Female,45,Married,New Jersey,6,22,,Active,Active,Active,Fiber Optic,Inactive,Active,Active,Inactive,Active,Active,Active,Active,One Year,Active,Credit Card,94,3241,0,0,447,3844,Stayed,,
CUS-01569-US,Male,47,Single,Texas,10,1,Deal 2,Active,Inactive,Active,Fiber Optic,Active,Inactive,Inactive,Inactive,Active,Active,Active,Active,One Year,Active,Bank Withdrawal,68,3932,0,0,2187,5476,Churned,Dissatisfaction,Network reliability
CUS-01570-US,Male,34,Single,Arizona,4,2,,Active,Active,Active,Fiber Optic,Inactive,Active,Inactive,Active,Inactive,Inactive,Inactive,Active,One Year,Inactive,Bank Withdrawal,84,3877,37,0,462,4483,Stayed,,
CUS-01571-US,Female,39,Single,Ohio,8,24,Deal 4,Active,Inactive,Inactive,Fiber Optic,,,,,,,,,Month-to-Month,Active,Credit Card,19,318,0,0,96,400,Churned,Competitor,Long distance charges
CUS-01572-US,Female,49,Married,Indiana,7,17,Deal 2,Active,Active,Inactive,Fiber Optic,,,,,,,,,One Year,Inactive,Credit Card,23,1132,16,0,1813,2852,Stayed,,
CUS-01573-US,Male,64,Married,Maryland,2,27,,Active,Inactive,Inactive,Fiber Optic,,,,,,,,,Two Year,Inactive,Credit Card,19,408,0,0,463,879,Stayed,,
CUS-01574-US,Male,36,Married,Florida,8,25,,Inactive,,Active,Fiber Optic,Active,Inactive,Active,Active,Inactive,Inactive,Inactive,Active,Two Year,Inactive,Credit Card,44,919,0,0,0,921,Stayed,,
CUS-01575-US,Female,35,Single,Florida,1,33,Deal 2,Active,Inactive,Active,Fiber Optic,Active,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Active,Month-to-Month,Active,Credit Card,53,2749,0,0,219,2814,Stayed,,
CUS-01576-US,Male,31,Single,Washington,10,13,,Active,Inactive,Inactive,Fiber Optic,,,,,,,,,Month-to-Month,Inactive,Credit Card,22,45,0,0,24,62,Joined,,
CUS-01577-US,Male,48,Single,Massachusetts,13,7,,Active,Inactive,Active,Fiber Optic,Inactive,Active,Active,Active,Active,Inactive,Inactive,Active,Month-to-Month,Active,Credit Card,103,887,0,0,172,975,Churned,Other,Don't know
CUS-01578-US,Female,46,Single,Arizona,10,16,Deal 3,Active,Inactive,Inactive,Fiber Optic,,,,,,,,,Two Year,Inactive,Credit Card,21,560,0,0,1053,1554,Stayed,,
CUS-01579-US,Female,50,Single,New Jersey,9,8,,Inactive,,Active,Fiber Optic,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Month-to-Month,Inactive,Bank Withdrawal,26,854,0,42,0,793,Stayed,,
